,name,voltages,max_per_unit_voltage,min_per_unit_voltage,phase_imbalance,overvoltage_violation,undervoltage_violation
0,233160_src,"[0.9999992089184423, 0.999999275955034, 0.9999992121657972]",0.999999275955034,0.9999992089184423,6.703659172213605e-08,False,False
1,233254,"[0.9853808425033089, 0.9925972037388407, 1.0042757910798394]",1.0042757910798394,0.9853808425033089,0.018894948576530513,False,False
2,233254_xfmr,"[0.9997985915181157, 0.9996632299871522]",0.9997985915181157,0.9996632299871522,0.0001353615309634959,False,False
3,233240,"[0.9856485686291845, 0.9969599278014936, 1.0044108440507544]",1.0044108440507544,0.9856485686291845,0.01876227542156994,False,False
4,233240_xfmr,"[0.9854777762247695, 0.984477205084226]",0.9854777762247695,0.984477205084226,0.001000571140543527,False,False
5,233238,"[0.9855331562547529, 0.9967119426465479, 1.0045043365225055]",1.0045043365225055,0.9855331562547529,0.018971180267752574,False,False
6,233238_xfmr,"[0.9765600744027066, 0.9749689211651387]",0.9765600744027066,0.9749689211651387,0.001591153237567977,False,False
7,233196,"[0.9875627436788681, 0.9980631167900351, 1.0051365264412355]",1.0051365264412355,0.9875627436788681,0.01757378276236743,False,False
8,233196_xfmr,"[0.9822638749958659, 0.9806048514065123]",0.9822638749958659,0.9806048514065123,0.0016590235893535477,False,False
9,233245,"[0.9892841154903642, 0.998125297415031, 1.0071309273033757]",1.0071309273033757,0.9892841154903642,0.01784681181301151,False,False
10,233245_xfmr,"[0.9635238932984992, 0.9599540101698456]",0.9635238932984992,0.9599540101698456,0.0035698831286535837,False,False
11,233212,"[0.9863292927254678, 0.9973520046621233, 1.004660049328236]",1.004660049328236,0.9863292927254678,0.018330756602768283,False,False
12,233212_xfmr,"[0.9831282636112953, 0.981731242299501]",0.9831282636112953,0.981731242299501,0.0013970213117943109,False,False
13,233258,"[0.9854787639262925, 0.9920029381213918, 1.0037723011193214]",1.0037723011193214,0.9854787639262925,0.01829353719302884,False,False
14,233258_xfmr,"[0.9818001838469059, 0.9794279749270959]",0.9818001838469059,0.9794279749270959,0.0023722089198100482,False,False
15,233259,"[0.9849198119341103, 0.9908683014660631, 1.0031629904611388]",1.0031629904611388,0.9849198119341103,0.018243178527028503,False,False
16,233259_xfmr,"[0.9628380852188659, 0.9600121710642793]",0.9628380852188659,0.9600121710642793,0.0028259141545866617,False,False
17,2806848,"[0.9878997318897881, 0.9965639295964636, 1.0058934622158615]",1.0058934622158615,0.9878997318897881,0.01799373032607343,False,False
18,2806848_xfmr,"[0.9892087729037832, 0.9969982030334181, 1.003378077916206]",1.003378077916206,0.9892087729037832,0.014169305012422861,False,False
19,233181,"[0.9928722081674118, 1.0021041824899029, 1.00893347816691]",1.00893347816691,0.9928722081674118,0.016061269999498085,False,False
20,233181_xfmr,"[0.9846948323405846, 0.9816451388061419]",0.9846948323405846,0.9816451388061419,0.0030496935344427323,False,False
21,233214,"[0.9858075496608486, 0.9970681778696705, 1.0044235533158434]",1.0044235533158434,0.9858075496608486,0.018616003654994828,False,False
22,233214_xfmr,"[0.9847680562735643, 0.9836729843960796]",0.9847680562735643,0.9836729843960796,0.001095071877484699,False,False
23,233244,"[0.9893815924450319, 0.9983636124347588, 1.0071195102424977]",1.0071195102424977,0.9893815924450319,0.017737917797465808,False,False
24,233244_xfmr,"[0.9738942652269045, 0.9716633759907818]",0.9738942652269045,0.9716633759907818,0.0022308892361226906,False,False
25,233216,"[0.9880452465679802, 0.9969262067112099, 1.0060709374879069]",1.0060709374879069,0.9880452465679802,0.018025690919926673,False,False
26,233216_xfmr,"[1.0043579729933432, 1.0043758303982466]",1.0043758303982466,1.0043579729933432,1.785740490345411e-05,False,False
27,233261,"[0.9847701173285743, 0.9904178861592864, 1.0028114067913978]",1.0028114067913978,0.9847701173285743,0.018041289462823462,False,False
28,233261_xfmr,"[0.9833246481235194, 0.9812524143586199]",0.9833246481235194,0.9812524143586199,0.0020722337648995115,False,False
29,233243,"[0.9854962632708806, 0.9968651137185051, 1.0049300010621447]",1.0049300010621447,0.9854962632708806,0.019433737791264116,False,False
30,233243_xfmr,"[0.9878371969255796, 0.9871070129265773]",0.9878371969255796,0.9871070129265773,0.0007301839990022652,False,False
31,233257,"[0.9856706887661478, 0.9925658084281275, 1.0041850165633304]",1.0041850165633304,0.9856706887661478,0.01851432779718254,False,False
32,233257_xfmr,"[0.9646273120536529, 0.961880228722114]",0.9646273120536529,0.961880228722114,0.0027470833315389465,False,False
33,233233,"[0.9925982148408089, 1.0019478935554842, 1.0091155757515402]",1.0091155757515402,0.9925982148408089,0.016517360910731305,False,False
34,233233_xfmr,"[0.9949844304796517, 0.9949814235328954]",0.9949844304796517,0.9949814235328954,3.0069467562565677e-06,False,False
35,233222,"[0.9921439731462842, 1.0010723769033338, 1.0079622540951092]",1.0079622540951092,0.9921439731462842,0.01581828094882498,False,False
36,233222_xfmr,"[0.9927900654638141, 0.9910129322318696]",0.9927900654638141,0.9910129322318696,0.0017771332319445055,False,False
37,233232,"[0.9870195866898854, 0.9985235130634829, 1.00482841784055]",1.00482841784055,0.9870195866898854,0.01780883115066456,False,False
38,233232_xfmr,"[0.9789035844867436, 0.9769750275657807]",0.9789035844867436,0.9769750275657807,0.0019285569209629427,False,False
39,233226,"[0.9877307746059779, 0.9985229675369597, 1.005436925097644]",1.005436925097644,0.9877307746059779,0.01770615049166613,False,False
40,233226_xfmr,"[0.9790992707000077, 0.9770622831193578]",0.9790992707000077,0.9770622831193578,0.0020369875806498516,False,False
41,233223,"[0.9918863676763024, 1.0009401580840396, 1.0076626945398668]",1.0076626945398668,0.9918863676763024,0.01577632686356434,False,False
42,233223_xfmr,"[0.9963659824902844, 0.9950809734049239]",0.9963659824902844,0.9950809734049239,0.0012850090853605556,False,False
43,233230,"[0.987052764806727, 0.9985235105428186, 1.00484223079135]",1.00484223079135,0.987052764806727,0.017789465984623054,False,False
44,233230_xfmr,"[0.9848986332897958, 0.983717973925939]",0.9848986332897958,0.983717973925939,0.0011806593638568064,False,False
45,2716699,"[0.9863057953832076, 0.9968635519826248, 1.0053536194854045]",1.0053536194854045,0.9863057953832076,0.019047824102196853,False,False
46,2716699_xfmr,"[0.9688800223398736, 0.966323725982569]",0.9688800223398736,0.966323725982569,0.0025562963573045883,False,False
47,233250,"[0.9859365648305352, 0.9932111506684191, 1.004366647902152]",1.004366647902152,0.9859365648305352,0.018430083071616865,False,False
48,233250_xfmr,"[0.9878513853259688, 0.9861323500305957]",0.9878513853259688,0.9861323500305957,0.0017190352953730947,False,False
49,233239,"[0.9855244403273875, 0.9967119414415699, 1.004498127141493]",1.004498127141493,0.9855244403273875,0.018973686814105495,False,False
50,233239_xfmr,"[0.9834333283897808, 0.9820843501099243]",0.9834333283897808,0.9820843501099243,0.001348978279856472,False,False
51,233263,"[0.9850830544851787, 0.9922904653132643, 1.004311573457553]",1.004311573457553,0.9850830544851787,0.01922851897237421,False,False
52,233263_xfmr,"[0.97183362413577, 0.9700630540270933]",0.97183362413577,0.9700630540270933,0.0017705701086767611,False,False
53,233251,"[0.9857454535561286, 0.9930194984051638, 1.0043353074852268]",1.0043353074852268,0.9857454535561286,0.018589853929098177,False,False
54,233251_xfmr,"[0.9942053108422225, 0.9941494633293064]",0.9942053108422225,0.9941494633293064,5.584751291609624e-05,False,False
55,233180,"[0.9923981935180339, 1.0016631221365149, 1.0085924210108959]",1.0085924210108959,0.9923981935180339,0.016194227492861923,False,False
56,233180_xfmr,"[0.972643891094475, 0.9698314951891669]",0.972643891094475,0.9698314951891669,0.0028123959053081293,False,False
57,233182,"[0.9924888233484777, 1.0017193334038978, 1.0085419964137454]",1.0085419964137454,0.9924888233484777,0.016053173065267767,False,False
58,233182_xfmr,"[0.988786397147233, 0.9864293671414291]",0.988786397147233,0.9864293671414291,0.002357030005803895,False,False
59,233237,"[0.9880628729553769, 0.998479752061372, 1.0055864741785732]",1.0055864741785732,0.9880628729553769,0.017523601223196295,False,False
60,233237_xfmr,"[0.9783280927355212, 0.9766780286678594]",0.9783280927355212,0.9766780286678594,0.0016500640676618827,False,False
61,233170,"[0.9936603272592612, 1.0027106771429544, 1.0098572643923807]",1.0098572643923807,0.9936603272592612,0.016196937133119427,False,False
62,233170_xfmr,"[1.0077661526956776, 1.0076394790670398]",1.0077661526956776,1.0076394790670398,0.00012667362863783005,False,False
63,233266,"[0.9859313174440794, 0.9932052507214127, 1.0045975089615033]",1.0045975089615033,0.9859313174440794,0.01866619151742399,False,False
64,233266_xfmr,"[0.9688533058827213, 0.9665917368268241]",0.9688533058827213,0.9665917368268241,0.00226156905589725,False,False
65,233207,"[0.9871305553550846, 0.997085349663427, 1.0057009745404908]",1.0057009745404908,0.9871305553550846,0.01857041918540614,False,False
66,233207_xfmr,"[0.9488322117519921, 0.942258797127963]",0.9488322117519921,0.942258797127963,0.00657341462402905,False,True
67,233248,"[0.9884382975120802, 0.9972957878517047, 1.0061868054554117]",1.0061868054554117,0.9884382975120802,0.017748507943331493,False,False
68,233248_xfmr,"[0.9910722620636689, 0.9893916493446387]",0.9910722620636689,0.9893916493446387,0.0016806127190301945,False,False
69,233252,"[0.9855519348908861, 0.9928143126213608, 1.0043101297853751]",1.0043101297853751,0.9855519348908861,0.018758194894489044,False,False
70,233252_xfmr,"[0.985679082989106, 0.9844162375736487]",0.985679082989106,0.9844162375736487,0.0012628454154572921,False,False
71,233198,"[0.9870095531146215, 0.9977595945594766, 1.0049360066310173]",1.0049360066310173,0.9870095531146215,0.01792645351639588,False,False
72,233198_xfmr,"[0.9942479888661814, 0.9942134088827529]",0.9942479888661814,0.9942134088827529,3.457998342848434e-05,False,False
73,233275,"[0.9936266614718895, 1.0026552155582724, 1.0098228049774196]",1.0098228049774196,0.9936266614718895,0.016196143505530114,False,False
74,233275_xfmr,"[0.9963029956610058, 0.9963181578713702]",0.9963181578713702,0.9963029956610058,1.5162210364461082e-05,False,False
75,233166,"[0.9933136523347602, 1.002442054846932, 1.009573889169385]",1.009573889169385,0.9933136523347602,0.016260236834624853,False,False
76,233166_xfmr,"[0.9885496680997515, 0.9876274830605268]",0.9885496680997515,0.9876274830605268,0.0009221850392246989,False,False
77,233183,"[0.9936269790465182, 1.002655433092631, 1.0098229016139455]",1.0098229016139455,0.9936269790465182,0.0161959225674273,False,False
78,233183_xfmr,"[0.9948216735174046, 1.0029493279778807, 1.0073910255089955]",1.0073910255089955,0.9948216735174046,0.012569351991590927,False,False
79,233213,"[0.986327719889682, 0.9973408942249327, 1.004626545316631]",1.004626545316631,0.986327719889682,0.01829882542694894,False,False
80,233213_xfmr,"[1.0015307868774472, 1.0012104412687541]",1.0015307868774472,1.0012104412687541,0.0003203456086930956,False,False
81,233184,"[0.9936267531209985, 1.0026553609755853, 1.0098227947903924]",1.0098227947903924,0.9936267531209985,0.016196041669393924,False,False
82,233184_xfmr,"[1.0007927353790524, 1.0008105301421863]",1.0008105301421863,1.0007927353790524,1.7794763133904823e-05,False,False
83,233228,"[0.987663308662644, 0.9985230073522987, 1.0054080129702136]",1.0054080129702136,0.987663308662644,0.017744704307569692,False,False
84,233228_xfmr,"[0.9826783149565431, 0.9811366683077122]",0.9826783149565431,0.9811366683077122,0.001541646648830941,False,False
85,233262,"[0.9847006860425965, 0.9903426679710123, 1.0028143708941728]",1.0028143708941728,0.9847006860425965,0.018113684851576273,False,False
86,233262_xfmr,"[0.9743417818637536, 0.9730492920331689]",0.9743417818637536,0.9730492920331689,0.0012924898305847199,False,False
87,233200,"[0.9865431976040948, 0.9974637627408526, 1.0047631515308812]",1.0047631515308812,0.9865431976040948,0.018219953926786436,False,False
88,233200_xfmr,"[0.9838112933553596, 0.993803706116229, 0.9982021940820146]",0.9982021940820146,0.9838112933553596,0.014390900726655054,False,False
89,233235,"[0.9922719086959145, 1.0018868968255399, 1.008775413145367]",1.008775413145367,0.9922719086959145,0.016503504449452477,False,False
90,233235_xfmr,"[0.9995917304124794, 0.9985090128705377]",0.9995917304124794,0.9985090128705377,0.001082717541941669,False,False
91,233220,"[0.9924227435468873, 1.001530800505253, 1.0088296792618012]",1.0088296792618012,0.9924227435468873,0.016406935714913917,False,False
92,233220_xfmr,"[0.9819875343082082, 0.9803229519392072]",0.9819875343082082,0.9803229519392072,0.001664582369001022,False,False
93,233178,"[0.9927063102546821, 1.0021398275688154, 1.008950795693011]",1.008950795693011,0.9927063102546821,0.016244485438328904,False,False
94,233178_xfmr,"[0.9670603075677996, 0.9629168478668689]",0.9670603075677996,0.9629168478668689,0.004143459700930663,False,False
95,233195,"[0.9881673660422801, 0.9983492915367647, 1.005356136405898]",1.005356136405898,0.9881673660422801,0.01718877036361799,False,False
96,233195_xfmr,"[0.9687002972411277, 0.9650514522123171]",0.9687002972411277,0.9650514522123171,0.0036488450288105767,False,False
97,233179,"[0.9924174898150716, 1.0017068768509525, 1.0085904225362468]",1.0085904225362468,0.9924174898150716,0.01617293272117515,False,False
98,233179_xfmr,"[0.9838322986808363, 0.9818354741148269]",0.9838322986808363,0.9818354741148269,0.0019968245660094697,False,False
99,233247,"[0.9884410207134858, 0.9973234171062898, 1.0062503021257259]",1.0062503021257259,0.9884410207134858,0.01780928141224003,False,False
100,233247_xfmr,"[0.9744503817118805, 0.9724218897636562]",0.9744503817118805,0.9724218897636562,0.002028491948224298,False,False
101,233265,"[0.9846958008392108, 0.9918810040157333, 1.0043259711889325]",1.0043259711889325,0.9846958008392108,0.0196301703497217,False,False
102,233265_xfmr,"[0.9946476765482201, 0.9946765722536701]",0.9946765722536701,0.9946476765482201,2.8895705450060483e-05,False,False
103,2857261,"[0.9893074041664521, 0.9981822110116053, 1.0071282888556785]",1.0071282888556785,0.9893074041664521,0.01782088468922638,False,False
104,2857261_xfmr,"[0.991098484470997, 0.9910837672472596]",0.991098484470997,0.9910837672472596,1.471722373747042e-05,False,False
105,2806849,"[0.9861528123473755, 0.9935353960937424, 1.0045252571622918]",1.0045252571622918,0.9861528123473755,0.01837244481491629,False,False
106,2806849_xfmr,"[0.9871645850825078, 0.9871930837754876]",0.9871930837754876,0.9871645850825078,2.84986929798281e-05,False,False
107,233208,"[0.9868458419021172, 0.997020255098575, 1.0055378952972422]",1.0055378952972422,0.9868458419021172,0.01869205339512503,False,False
108,233208_xfmr,"[0.980939531689105, 0.9791485935760786]",0.980939531689105,0.9791485935760786,0.0017909381130263302,False,False
109,233192,"[0.9890851946307108, 0.9989889933151114, 1.0063029746417766]",1.0063029746417766,0.9890851946307108,0.017217780011065886,False,False
110,233192_xfmr,"[1.0015552927334734, 1.0012057383816464]",1.0015552927334734,1.0012057383816464,0.00034955435182704164,False,False
111,233242,"[0.9855373361638601, 0.9968650151288162, 1.0049481572724803]",1.0049481572724803,0.9855373361638601,0.019410821108620246,False,False
112,233242_xfmr,"[0.9760329754647621, 0.9735740212193579]",0.9760329754647621,0.9735740212193579,0.00245895424540421,False,False
113,233185,"[0.990669661851252, 1.0000046973300862, 1.0078600952464365]",1.0078600952464365,0.990669661851252,0.017190433395184446,False,False
114,233185_xfmr,"[0.986959302476156, 0.9863647829515488]",0.986959302476156,0.9863647829515488,0.0005945195246072066,False,False
115,233241,"[0.9856156905381103, 0.996959924522642, 1.0043877240616086]",1.0043877240616086,0.9856156905381103,0.01877203352349832,False,False
116,233241_xfmr,"[0.983794672200326, 0.9824951798781697]",0.983794672200326,0.9824951798781697,0.0012994923221563148,False,False
117,233199,"[0.9867573166983264, 0.9976117075587887, 1.0048433268679473]",1.0048433268679473,0.9867573166983264,0.01808601016962086,False,False
118,233199_xfmr,"[0.9663088650788361, 0.9624362173650589]",0.9663088650788361,0.9624362173650589,0.0038726477137771553,False,False
119,233217,"[0.9877639938617611, 0.9962193425540401, 1.005726595428767]",1.005726595428767,0.9877639938617611,0.01796260156700602,False,False
120,233217_xfmr,"[0.9962098933173315, 0.9962259660969873]",0.9962259660969873,0.9962098933173315,1.6072779655873504e-05,False,False
121,233234,"[0.9922749522576123, 1.0019103862648504, 1.008817204567064]",1.008817204567064,0.9922749522576123,0.01654225230945172,False,False
122,233234_xfmr,"[0.9584389120409658, 0.9529066356891799]",0.9584389120409658,0.9529066356891799,0.005532276351785881,False,False
123,2084767,"[0.9925674629861458, 1.001944330249371, 1.0090907261180315]",1.0090907261180315,0.9925674629861458,0.01652326313188568,False,False
124,2084767_xfmr,"[0.9938458142249972, 1.002303259720593, 1.0066739545881627]",1.0066739545881627,0.9938458142249972,0.012828140363165486,False,False
125,233264,"[0.9846967101984209, 0.9918809983561119, 1.00432654756591]",1.00432654756591,0.9846967101984209,0.019629837367489134,False,False
126,233264_xfmr,"[0.9699045984568128, 0.9680258669428583]",0.9699045984568128,0.9680258669428583,0.001878731513954457,False,False
127,233260,"[0.9849098011255079, 0.9907573621031514, 1.0030475480181447]",1.0030475480181447,0.9849098011255079,0.018137746892636808,False,False
128,233260_xfmr,"[0.9939751677369612, 0.9933326305696096]",0.9939751677369612,0.9933326305696096,0.0006425371673515201,False,False
129,233211,"[0.9858085302054028, 0.996864640200096, 1.0051565112755405]",1.0051565112755405,0.9858085302054028,0.019347981070137688,False,False
130,233211_xfmr,"[0.9756823723127639, 0.9733616432346012]",0.9756823723127639,0.9733616432346012,0.00232072907816272,False,False
131,233268,"[0.9859683936516124, 0.9969238501816192, 1.0046301869026313]",1.0046301869026313,0.9859683936516124,0.01866179325101891,False,False
132,233268_xfmr,"[0.9622759531984578, 0.958818485735365]",0.9622759531984578,0.958818485735365,0.0034574674630928337,False,False
133,233236,"[0.9880785518141773, 0.9985180103478077, 1.0055846908400492]",1.0055846908400492,0.9880785518141773,0.017506139025871947,False,False
134,233236_xfmr,"[1.0045579176317345, 1.0045494859564839]",1.0045579176317345,1.0045494859564839,8.431675250664128e-06,False,False
135,233197,"[0.9872635211398849, 0.9979075194119333, 1.0050291092183938]",1.0050291092183938,0.9872635211398849,0.01776558807850892,False,False
136,233197_xfmr,"[0.9878216678732222, 0.9868488866119361]",0.9878216678732222,0.9868488866119361,0.000972781261286082,False,False
137,233246,"[0.9884738703770589, 0.997437805633192, 1.0063595297024948]",1.0063595297024948,0.9884738703770589,0.017885659325435843,False,False
138,233246_xfmr,"[0.9830707223623347, 0.982140751409471]",0.9830707223623347,0.982140751409471,0.0009299709528637345,False,False
139,233168,"[0.9934701844393634, 1.0025682183894185, 1.0096990164347848]",1.0096990164347848,0.9934701844393634,0.016228831995421356,False,False
140,233168_xfmr,"[0.9823342472667128, 0.9904275715890358, 0.9949442136979194]",0.9949442136979194,0.9823342472667128,0.012609966431206598,False,False
141,233224,"[0.9916771395905065, 1.0009412764989285, 1.007587732573338]",1.007587732573338,0.9916771395905065,0.015910592982831484,False,False
142,233224_xfmr,"[0.9862631471644903, 0.9846457911756118]",0.9862631471644903,0.9846457911756118,0.001617355988878466,False,False
143,2771846,"[0.9878648312249224, 0.9982051105564848, 1.0052450701782882]",1.0052450701782882,0.9878648312249224,0.017380238953365823,False,False
144,2771846_xfmr,"[0.9891826433524691, 0.9986100289349963, 1.0027220995596933]",1.0027220995596933,0.9891826433524691,0.013539456207224188,False,False
145,233273,"[0.9936220507536395, 1.0026530478638318, 1.0098203270146069]",1.0098203270146069,0.9936220507536395,0.01619827626096737,False,False
146,233273_xfmr,"[0.9832479559475498, 0.991263686495332, 0.9958428373627418]",0.9958428373627418,0.9832479559475498,0.01259488141519205,False,False
147,233160_dummy,"[1.0374357196874051, 1.0374410519902009, 1.0374385411692824]",1.0374410519902009,1.0374357196874051,5.332302795757471e-06,False,False
148,233272,"[0.9936605258706099, 1.0026875737025587, 1.0098542270447484]",1.0098542270447484,0.9936605258706099,0.01619370117413843,False,False
149,2771845,"[0.9878649963581657, 0.9982052538475322, 1.0052452053635648]",1.0052452053635648,0.9878649963581657,0.01738020900539905,False,False
150,2084766,"[0.9925677165069997, 1.0019445721479128, 1.0090909562621118]",1.0090909562621118,0.9925677165069997,0.01652323975511205,False,False
151,233186,"[0.9927013339479559, 1.001962685641079, 1.0092102835488643]",1.0092102835488643,0.9927013339479559,0.01650894960090843,False,False
152,233172,"[0.9929283650173949, 1.0020994127707188, 1.0094475282621522]",1.0094475282621522,0.9929283650173949,0.01651916324475733,False,False
153,233221,"[0.9921476807995359, 1.0011102797180873, 1.0080492436884139]",1.0080492436884139,0.9921476807995359,0.015901562888878007,False,False
154,2084765,"[0.9919821264957335, 1.001008866437501, 1.0078132355099385]",1.0078132355099385,0.9919821264957335,0.015831109014205036,False,False
155,233219,"[0.9924461728916343, 1.0015878694535163, 1.008827006081186]",1.008827006081186,0.9924461728916343,0.016380833189551636,False,False
156,233167,"[0.9933211431177013, 1.0024622149345108, 1.0095719865387385]",1.0095719865387385,0.9933211431177013,0.01625084342103722,False,False
157,233165,"[0.9933136534512294, 1.0024420558112848, 1.0095738900834974]",1.0095738900834974,0.9933136534512294,0.016260236632268055,False,False
158,233174,"[0.9930061285409609, 1.0022339294832165, 1.0091819678677747]",1.0091819678677747,0.9930061285409609,0.016175839326813768,False,False
159,233253,"[0.9853817324676917, 0.9926156810472804, 1.0042992663729708]",1.0042992663729708,0.9853817324676917,0.01891753390527917,False,False
160,2173811,"[0.9856543545907116, 0.9969599284243215, 1.0044151304413247]",1.0044151304413247,0.9856543545907116,0.018760775850613087,False,False
161,233176,"[0.9924916536978732, 1.0017501571692478, 1.0086106075426722]",1.0086106075426722,0.9924916536978732,0.016118953844799,False,False
162,233175,"[0.9928760847049969, 1.0021396937352527, 1.0090209669379309]",1.0090209669379309,0.9928760847049969,0.016144882232933977,False,False
163,233177,"[0.9924916591217849, 1.0017501616655848, 1.0086106113767985]",1.0086106113767985,0.9924916591217849,0.016118952255013586,False,False
164,233169,"[0.9936605012764842, 1.002711281124027, 1.009859085508884]",1.009859085508884,0.9936605012764842,0.016198584232399837,False,False
165,233194,"[0.9880803435323507, 0.9985224634660876, 1.0055847508327096]",1.0055847508327096,0.9880803435323507,0.01750440730035885,False,False
166,233256,"[0.9857267080850326, 0.9926271384475467, 1.0041826061604036]",1.0041826061604036,0.9857267080850326,0.018455898075370958,False,False
167,233227,"[0.9877218326469975, 0.9985229802960573, 1.0054331274724908]",1.0054331274724908,0.9877218326469975,0.017711294825493273,False,False
168,2771843,"[0.9878661118665033, 0.9982063442396025, 1.0052462679548175]",1.0052462679548175,0.9878661118665033,0.017380156088314225,False,False
169,2771844,"[0.9878650908525953, 0.9982053488688254, 1.005245301032041]",1.005245301032041,0.9878650908525953,0.017380210179445688,False,False
170,233255,"[0.98613165276308, 0.9934254322100591, 1.0045888604751056]",1.0045888604751056,0.98613165276308,0.018457207712025636,False,False
171,233229,"[0.9870740185865763, 0.9985234858757921, 1.00485128607919]",1.00485128607919,0.9870740185865763,0.01777726749261377,False,False
172,233191,"[0.9878244855872752, 0.9971854513186302, 1.0061077777355352]",1.0061077777355352,0.9878244855872752,0.018283292148259966,False,False
173,233203,"[0.9858285380792727, 0.9969599356022628, 1.004567231102883]",1.004567231102883,0.9858285380792727,0.01873869302361031,False,False
174,233204,"[0.9858285426376119, 0.9969599392512759, 1.0045672339246485]",1.0045672339246485,0.9858285426376119,0.018738691287036646,False,False
175,233205,"[0.985576518899186, 0.9968649544374109, 1.004962590395995]",1.004962590395995,0.985576518899186,0.019386071496808932,False,False
176,233206,"[0.9855765057867089, 0.9968649418506355, 1.0049625759370202]",1.0049625759370202,0.9855765057867089,0.019386070150311352,False,False
177,233215,"[0.9858075577102253, 0.997068185596227, 1.0044235621856143]",1.0044235621856143,0.9858075577102253,0.018616004475389025,False,False
178,233173,"[0.9937872483663838, 1.002807104793414, 1.0099676198293257]",1.0099676198293257,0.9937872483663838,0.016180371462941934,False,False
179,233271,"[0.9938089705982527, 1.0028224177879292, 1.009983095525795]",1.009983095525795,0.9938089705982527,0.01617412492754222,False,False
180,2084768,"[0.9849135119518384, 0.990844617302338, 1.0031428166182768]",1.0031428166182768,0.9849135119518384,0.01822930466643835,False,False
181,233249,"[0.9867173909517496, 0.9943818750275301, 1.0049388251793778]",1.0049388251793778,0.9867173909517496,0.01822143422762823,False,False
182,233202,"[0.9860265499240705, 0.9970681107115364, 1.004623416947208]",1.004623416947208,0.9860265499240705,0.018596867023137453,False,False
183,233225,"[0.9916772361080377, 1.000941368976096, 1.007587838662037]",1.007587838662037,0.9916772361080377,0.01591060255399923,False,False
184,233193,"[0.9884788013868206, 0.9986116728244956, 1.0057390904304389]",1.0057390904304389,0.9884788013868206,0.017260289043618204,False,False
185,233209,"[0.9868241094846648, 0.9970142815992235, 1.00552614479893]",1.00552614479893,0.9868241094846648,0.018702035314265286,False,False
186,233201,"[0.986391148546709, 0.9973605779974544, 1.0047105552938769]",1.0047105552938769,0.986391148546709,0.01831940674716792,False,False
187,233190,"[0.9881687734318744, 0.997235919696884, 1.006221991671436]",1.006221991671436,0.9881687734318744,0.01805321823956152,False,False
188,233189,"[0.9885121287112547, 0.9975542475787567, 1.0064370673467686]",1.0064370673467686,0.9885121287112547,0.01792493863551392,False,False
189,2806847,"[0.9879014360953597, 0.9965655883592778, 1.0058950775064095]",1.0058950775064095,0.9879014360953597,0.017993641411049754,False,False
190,233269,"[0.993762629708834, 1.0027864339442565, 1.0099504144752858]",1.0099504144752858,0.993762629708834,0.016187784766451774,False,False
191,233267,"[0.993707366073079, 1.0027330043140863, 1.009898471250029]",1.009898471250029,0.993707366073079,0.016191105176949994,False,False
192,233187,"[0.9899596671228937, 0.999152705746261, 1.007420026630204]",1.007420026630204,0.9899596671228937,0.017460359507310286,False,False
193,233188,"[0.9894604164632738, 0.9985533132870629, 1.0071104769881238]",1.0071104769881238,0.9894604164632738,0.017650060524850075,False,False
194,233171,"[0.9934870999062685, 1.0025539674943953, 1.0097797233526948]",1.0097797233526948,0.9934870999062685,0.016292623446426346,False,False
195,2857251,"[0.9870740207565978, 0.9985234879694989, 1.0048512881743679]",1.0048512881743679,0.9870740207565978,0.017777267417770082,False,False
196,233231,"[0.9870740279569598, 0.9985234937568482, 1.004851292948549]",1.004851292948549,0.9870740279569598,0.01777726499158916,False,False
197,233270,"[0.9936642734658424, 1.002691335850039, 1.009857969046756]",1.009857969046756,0.9936642734658424,0.016193695580913547,False,False
198,233218,"[0.9875721691004019, 0.9957358682444828, 1.0054912713449038]",1.0054912713449038,0.9875721691004019,0.017919102244501883,False,False
199,233162,"[0.9938282824878438, 1.0028387278541189, 1.0100010701833435]",1.0100010701833435,0.9938282824878438,0.01617278769549968,False,False
200,233164,"[0.9935504191440814, 1.0026126935054873, 1.0098357906369604]",1.0098357906369604,0.9935504191440814,0.01628537149287901,False,False
201,233160,"[1.037357530774247, 1.037369009731636, 1.037366813217793]",1.037369009731636,1.037357530774247,1.147895738884408e-05,False,False
202,233161,"[1.002933094852054, 1.0100689507649745, 1.0156317236739036]",1.0156317236739036,1.002933094852054,0.012698628821849578,False,False
203,233163,"[0.9938219082705713, 1.002834234326821, 1.0099965288569024]",1.0099965288569024,0.9938219082705713,0.016174620586331123,False,False
